session_date,contract,dir,signal_from_utc,entry_utc,exit_utc,prior_move_pts,entry_px,exit_px,points,gross_usd,net_usd,cum_gross,cum_net
2015-06-26,201507,SHORT,2015-06-25 22:00:00+00:00,2015-06-26 00:00:00+00:00,2015-06-26 02:00:00+00:00,0.015,15.845,15.825,0.02,20.0,-11.2,21185.0,-52946.2
2015-06-26,201507,LONG,2015-06-26 02:00:00+00:00,2015-06-26 04:00:00+00:00,2015-06-26 06:00:00+00:00,-0.02,15.805,15.775,-0.03,-30.0,-61.2,21155.0,-53007.4
2015-06-29,201507,LONG,2015-06-28 22:00:00+00:00,2015-06-29 00:00:00+00:00,2015-06-29 02:00:00+00:00,-0.05,15.875,15.85,-0.025,-25.0,-56.2,21130.0,-53063.6
2015-06-29,201507,LONG,2015-06-29 02:00:00+00:00,2015-06-29 04:00:00+00:00,2015-06-29 06:00:00+00:00,-0.01,15.84,15.87,0.03,30.0,-1.2,21160.0,-53064.8
2015-06-30,201509,SHORT,2015-06-29 22:00:00+00:00,2015-06-30 00:00:00+00:00,2015-06-30 02:00:00+00:00,0.01,15.755,15.61,0.145,145.0,113.8,21305.0,-52951.0
2015-06-30,201509,SHORT,2015-06-30 02:00:00+00:00,2015-06-30 04:00:00+00:00,2015-06-30 06:00:00+00:00,0.005,15.615,15.655,-0.04,-40.0,-71.2,21265.0,-53022.2
2015-07-01,201509,SHORT,2015-07-01 00:30:00+00:00,2015-07-01 02:30:00+00:00,2015-07-01 04:30:00+00:00,0.035,15.67,15.67,-0.0,-0.0,-31.2,21265.0,-53053.4
2015-07-02,201509,LONG,2015-07-01 22:00:00+00:00,2015-07-02 00:00:00+00:00,2015-07-02 02:00:00+00:00,-0.02,15.52,15.505,-0.015,-15.0,-46.2,21250.0,-53099.6
2015-07-02,201509,SHORT,2015-07-02 02:00:00+00:00,2015-07-02 04:00:00+00:00,2015-07-02 06:00:00+00:00,0.035,15.54,15.495,0.045,45.0,13.8,21295.0,-53085.8
2015-07-03,201509,SHORT,2015-07-02 22:00:00+00:00,2015-07-03 00:00:00+00:00,2015-07-03 02:00:00+00:00,0.01,15.655,15.6,0.055,55.0,23.8,21350.0,-53062.0
2015-07-03,201509,SHORT,2015-07-03 02:00:00+00:00,2015-07-03 04:00:00+00:00,2015-07-03 06:00:00+00:00,0.015,15.615,15.625,-0.01,-10.0,-41.2,21340.0,-53103.2
2015-07-06,201509,LONG,2015-07-05 22:00:00+00:00,2015-07-06 00:00:00+00:00,2015-07-06 02:00:00+00:00,-0.04,15.66,15.595,-0.065,-65.0,-96.2,21275.0,-53199.4
2015-07-06,201509,LONG,2015-07-06 02:00:00+00:00,2015-07-06 04:00:00+00:00,2015-07-06 06:00:00+00:00,-0.005,15.59,15.525,-0.065,-65.0,-96.2,21210.0,-53295.6
2015-07-07,201509,LONG,2015-07-06 22:00:00+00:00,2015-07-07 00:00:00+00:00,2015-07-07 02:00:00+00:00,-0.02,15.675,15.67,-0.005,-5.0,-36.2,21205.0,-53331.8
2015-07-07,201509,LONG,2015-07-07 02:00:00+00:00,2015-07-07 04:00:00+00:00,2015-07-07 06:00:00+00:00,-0.03,15.64,15.65,0.01,10.0,-21.2,21215.0,-53353.0
2015-07-08,201509,SHORT,2015-07-07 22:00:00+00:00,2015-07-08 00:00:00+00:00,2015-07-08 02:00:00+00:00,0.045,15.08,14.905,0.175,175.0,143.8,21390.0,-53209.2
2015-07-08,201509,LONG,2015-07-08 02:00:00+00:00,2015-07-08 04:00:00+00:00,2015-07-08 06:00:00+00:00,-0.005,14.9,14.745,-0.155,-155.0,-186.2,21235.0,-53395.4
2015-07-09,201509,SHORT,2015-07-08 22:00:00+00:00,2015-07-09 00:00:00+00:00,2015-07-09 02:00:00+00:00,0.005,15.07,15.085,-0.015,-15.0,-46.2,21220.0,-53441.6
2015-07-09,201509,LONG,2015-07-09 02:00:00+00:00,2015-07-09 04:00:00+00:00,2015-07-09 06:00:00+00:00,-0.03,15.055,15.375,0.32,320.0,288.8,21540.0,-53152.8
2015-07-10,201509,SHORT,2015-07-09 22:00:00+00:00,2015-07-10 00:00:00+00:00,2015-07-10 02:00:00+00:00,0.03,15.405,15.41,-0.005,-5.0,-36.2,21535.0,-53189.0
2015-07-10,201509,SHORT,2015-07-10 02:00:00+00:00,2015-07-10 04:00:00+00:00,2015-07-10 06:00:00+00:00,0.025,15.435,15.425,0.01,10.0,-21.2,21545.0,-53210.2
2015-07-13,201509,SHORT,2015-07-12 22:00:00+00:00,2015-07-13 00:00:00+00:00,2015-07-13 02:00:00+00:00,0.055,15.585,15.52,0.065,65.0,33.8,21610.0,-53176.4
2015-07-13,201509,LONG,2015-07-13 02:00:00+00:00,2015-07-13 04:00:00+00:00,2015-07-13 06:00:00+00:00,-0.025,15.495,15.42,-0.075,-75.0,-106.2,21535.0,-53282.6
2015-07-14,201509,LONG,2015-07-13 22:00:00+00:00,2015-07-14 00:00:00+00:00,2015-07-14 02:00:00+00:00,-0.04,15.42,15.39,-0.03,-30.0,-61.2,21505.0,-53343.8
2015-07-14,201509,LONG,2015-07-14 02:00:00+00:00,2015-07-14 04:00:00+00:00,2015-07-14 06:00:00+00:00,-0.015,15.375,15.34,-0.035,-35.0,-66.2,21470.0,-53410.0
2015-07-15,201509,LONG,2015-07-14 22:00:00+00:00,2015-07-15 00:00:00+00:00,2015-07-15 02:00:00+00:00,-0.04,15.305,15.335,0.03,30.0,-1.2,21500.0,-53411.2
2015-07-15,201509,LONG,2015-07-15 02:00:00+00:00,2015-07-15 04:00:00+00:00,2015-07-15 06:00:00+00:00,-0.015,15.32,15.29,-0.03,-30.0,-61.2,21470.0,-53472.4
2015-07-16,201509,LONG,2015-07-15 22:00:00+00:00,2015-07-16 00:00:00+00:00,2015-07-16 02:00:00+00:00,-0.06,15.015,15.005,-0.01,-10.0,-41.2,21460.0,-53513.6
2015-07-16,201509,SHORT,2015-07-16 02:00:00+00:00,2015-07-16 04:00:00+00:00,2015-07-16 06:00:00+00:00,0.08,15.085,15.055,0.03,30.0,-1.2,21490.0,-53514.8
2015-07-17,201509,LONG,2015-07-16 22:00:00+00:00,2015-07-17 00:00:00+00:00,2015-07-17 02:00:00+00:00,-0.02,14.96,14.97,0.01,10.0,-21.2,21500.0,-53536.0
2015-07-17,201509,LONG,2015-07-17 02:00:00+00:00,2015-07-17 04:00:00+00:00,2015-07-17 06:00:00+00:00,-0.015,14.955,14.97,0.015,15.0,-16.2,21515.0,-53552.2
2015-07-20,201509,LONG,2015-07-19 22:00:00+00:00,2015-07-20 00:00:00+00:00,2015-07-20 02:00:00+00:00,-0.005,14.815,14.645,-0.17,-170.0,-201.2,21345.0,-53753.4
2015-07-20,201509,LONG,2015-07-20 02:00:00+00:00,2015-07-20 04:00:00+00:00,2015-07-20 06:00:00+00:00,-0.04,14.605,14.685,0.08,80.0,48.8,21425.0,-53704.6
2015-07-21,201509,SHORT,2015-07-20 22:00:00+00:00,2015-07-21 00:00:00+00:00,2015-07-21 02:00:00+00:00,0.005,14.665,14.72,-0.055,-55.0,-86.2,21370.0,-53790.8
2015-07-21,201509,SHORT,2015-07-21 02:00:00+00:00,2015-07-21 04:00:00+00:00,2015-07-21 06:00:00+00:00,0.015,14.735,14.725,0.01,10.0,-21.2,21380.0,-53812.0
2015-07-22,201509,LONG,2015-07-21 23:00:00+00:00,2015-07-22 01:00:00+00:00,2015-07-22 03:00:00+00:00,-0.08,14.74,14.68,-0.06,-60.0,-91.2,21320.0,-53903.2
2015-07-23,201509,LONG,2015-07-22 22:00:00+00:00,2015-07-23 00:00:00+00:00,2015-07-23 02:00:00+00:00,-0.02,14.745,14.785,0.04,40.0,8.8,21360.0,-53894.4
2015-07-23,201509,SHORT,2015-07-23 02:00:00+00:00,2015-07-23 04:00:00+00:00,2015-07-23 06:00:00+00:00,0.01,14.795,14.785,0.01,10.0,-21.2,21370.0,-53915.6
2015-07-24,201509,LONG,2015-07-23 22:00:00+00:00,2015-07-24 00:00:00+00:00,2015-07-24 02:00:00+00:00,-0.02,14.595,14.51,-0.085,-85.0,-116.2,21285.0,-54031.8
2015-07-24,201509,SHORT,2015-07-24 02:00:00+00:00,2015-07-24 04:00:00+00:00,2015-07-24 06:00:00+00:00,0.09,14.6,14.605,-0.005,-5.0,-36.2,21280.0,-54068.0
2015-07-27,201509,SHORT,2015-07-26 22:00:00+00:00,2015-07-27 00:00:00+00:00,2015-07-27 02:00:00+00:00,0.005,14.645,14.61,0.035,35.0,3.8,21315.0,-54064.2
2015-07-27,201509,LONG,2015-07-27 02:00:00+00:00,2015-07-27 04:00:00+00:00,2015-07-27 06:00:00+00:00,-0.025,14.585,14.67,0.085,85.0,53.8,21400.0,-54010.4
2015-07-28,201509,SHORT,2015-07-27 22:30:00+00:00,2015-07-28 00:30:00+00:00,2015-07-28 02:30:00+00:00,0.005,14.535,14.58,-0.045,-45.0,-76.2,21355.0,-54086.6
2015-07-28,201509,SHORT,2015-07-28 02:30:00+00:00,2015-07-28 04:30:00+00:00,2015-07-28 06:30:00+00:00,0.015,14.595,14.6,-0.005,-5.0,-36.2,21350.0,-54122.8
2015-07-29,201509,LONG,2015-07-28 22:00:00+00:00,2015-07-29 00:00:00+00:00,2015-07-29 02:00:00+00:00,-0.005,14.655,14.66,0.005,5.0,-26.2,21355.0,-54149.0
2015-07-29,201509,SHORT,2015-07-29 02:00:00+00:00,2015-07-29 04:00:00+00:00,2015-07-29 06:00:00+00:00,0.015,14.675,14.68,-0.005,-5.0,-36.2,21350.0,-54185.2
2015-07-30,201509,SHORT,2015-07-29 22:00:00+00:00,2015-07-30 00:00:00+00:00,2015-07-30 02:00:00+00:00,0.025,14.795,14.77,0.025,25.0,-6.2,21375.0,-54191.4
2015-07-30,201509,LONG,2015-07-30 02:00:00+00:00,2015-07-30 04:00:00+00:00,2015-07-30 06:00:00+00:00,-0.035,14.735,14.635,-0.1,-100.0,-131.2,21275.0,-54322.6
2015-07-31,201509,LONG,2015-07-30 22:00:00+00:00,2015-07-31 00:00:00+00:00,2015-07-31 02:00:00+00:00,-0.02,14.69,14.645,-0.045,-45.0,-76.2,21230.0,-54398.8
2015-07-31,201509,LONG,2015-07-31 02:30:00+00:00,2015-07-31 04:30:00+00:00,2015-07-31 06:30:00+00:00,-0.01,14.645,14.585,-0.06,-60.0,-91.2,21170.0,-54490.0
2015-08-03,201509,LONG,2015-08-02 22:00:00+00:00,2015-08-03 00:00:00+00:00,2015-08-03 02:00:00+00:00,-0.045,14.7,14.705,0.005,5.0,-26.2,21175.0,-54516.2
2015-08-03,201509,SHORT,2015-08-03 02:00:00+00:00,2015-08-03 04:00:00+00:00,2015-08-03 06:00:00+00:00,0.005,14.71,14.705,0.005,5.0,-26.2,21180.0,-54542.4
2015-08-04,201509,LONG,2015-08-03 22:00:00+00:00,2015-08-04 00:00:00+00:00,2015-08-04 02:00:00+00:00,-0.02,14.44,14.425,-0.015,-15.0,-46.2,21165.0,-54588.6
2015-08-04,201509,LONG,2015-08-04 02:00:00+00:00,2015-08-04 04:00:00+00:00,2015-08-04 06:00:00+00:00,-0.005,14.42,14.505,0.085,85.0,53.8,21250.0,-54534.8
2015-08-05,201509,LONG,2015-08-04 22:00:00+00:00,2015-08-05 00:00:00+00:00,2015-08-05 02:00:00+00:00,-0.015,14.53,14.52,-0.01,-10.0,-41.2,21240.0,-54576.0
2015-08-05,201509,LONG,2015-08-05 02:00:00+00:00,2015-08-05 04:00:00+00:00,2015-08-05 06:00:00+00:00,-0.02,14.5,14.525,0.025,25.0,-6.2,21265.0,-54582.2
2015-08-06,201509,SHORT,2015-08-05 22:00:00+00:00,2015-08-06 00:00:00+00:00,2015-08-06 02:00:00+00:00,0.005,14.57,14.55,0.02,20.0,-11.2,21285.0,-54593.4
2015-08-06,201509,LONG,2015-08-06 02:30:00+00:00,2015-08-06 04:30:00+00:00,2015-08-06 06:30:00+00:00,-0.01,14.545,14.575,0.03,30.0,-1.2,21315.0,-54594.6
2015-08-07,201509,LONG,2015-08-06 22:00:00+00:00,2015-08-07 00:00:00+00:00,2015-08-07 02:00:00+00:00,-0.02,14.615,14.655,0.04,40.0,8.8,21355.0,-54585.8
2015-08-07,201509,SHORT,2015-08-07 02:00:00+00:00,2015-08-07 04:00:00+00:00,2015-08-07 06:00:00+00:00,0.005,14.66,14.675,-0.015,-15.0,-46.2,21340.0,-54632.0
2015-08-10,201509,LONG,2015-08-09 22:00:00+00:00,2015-08-10 00:00:00+00:00,2015-08-10 02:00:00+00:00,-0.04,14.72,14.805,0.085,85.0,53.8,21425.0,-54578.2
2015-08-10,201509,SHORT,2015-08-10 02:00:00+00:00,2015-08-10 04:00:00+00:00,2015-08-10 06:00:00+00:00,0.01,14.815,14.88,-0.065,-65.0,-96.2,21360.0,-54674.4
2015-08-11,201509,SHORT,2015-08-10 22:00:00+00:00,2015-08-11 00:00:00+00:00,2015-08-11 02:00:00+00:00,0.03,15.27,15.175,0.095,95.0,63.8,21455.0,-54610.6
2015-08-11,201509,SHORT,2015-08-11 02:00:00+00:00,2015-08-11 04:00:00+00:00,2015-08-11 06:00:00+00:00,0.025,15.2,15.155,0.045,45.0,13.8,21500.0,-54596.8
2015-08-12,201509,SHORT,2015-08-11 22:00:00+00:00,2015-08-12 00:00:00+00:00,2015-08-12 02:00:00+00:00,0.03,15.335,15.195,0.14,140.0,108.8,21640.0,-54488.0
2015-08-12,201509,LONG,2015-08-12 02:00:00+00:00,2015-08-12 04:00:00+00:00,2015-08-12 06:00:00+00:00,-0.035,15.16,15.25,0.09,90.0,58.8,21730.0,-54429.2
2015-08-13,201509,LONG,2015-08-12 22:00:00+00:00,2015-08-13 00:00:00+00:00,2015-08-13 02:00:00+00:00,-0.035,15.49,15.405,-0.085,-85.0,-116.2,21645.0,-54545.4
2015-08-13,201509,LONG,2015-08-13 02:00:00+00:00,2015-08-13 04:00:00+00:00,2015-08-13 06:00:00+00:00,-0.025,15.38,15.39,0.01,10.0,-21.2,21655.0,-54566.6
2015-08-14,201509,LONG,2015-08-13 22:30:00+00:00,2015-08-14 00:30:00+00:00,2015-08-14 02:30:00+00:00,-0.005,15.36,15.35,-0.01,-10.0,-41.2,21645.0,-54607.8
2015-08-14,201509,SHORT,2015-08-14 02:30:00+00:00,2015-08-14 04:30:00+00:00,2015-08-14 06:30:00+00:00,0.02,15.37,15.405,-0.035,-35.0,-66.2,21610.0,-54674.0
2015-08-17,201509,LONG,2015-08-16 22:00:00+00:00,2015-08-17 00:00:00+00:00,2015-08-17 02:00:00+00:00,-0.03,15.215,15.235,0.02,20.0,-11.2,21630.0,-54685.2
2015-08-17,201509,LONG,2015-08-17 02:00:00+00:00,2015-08-17 04:00:00+00:00,2015-08-17 06:00:00+00:00,-0.025,15.21,15.26,0.05,50.0,18.8,21680.0,-54666.4
2015-08-18,201509,LONG,2015-08-17 22:00:00+00:00,2015-08-18 00:00:00+00:00,2015-08-18 02:00:00+00:00,-0.005,15.29,15.245,-0.045,-45.0,-76.2,21635.0,-54742.6
2015-08-18,201509,SHORT,2015-08-18 02:00:00+00:00,2015-08-18 04:00:00+00:00,2015-08-18 06:00:00+00:00,0.02,15.265,15.255,0.01,10.0,-21.2,21645.0,-54763.8
2015-08-19,201509,LONG,2015-08-18 22:00:00+00:00,2015-08-19 00:00:00+00:00,2015-08-19 02:00:00+00:00,-0.03,14.82,14.87,0.05,50.0,18.8,21695.0,-54745.0
2015-08-19,201509,LONG,2015-08-19 02:00:00+00:00,2015-08-19 04:00:00+00:00,2015-08-19 06:00:00+00:00,-0.055,14.815,14.875,0.06,60.0,28.8,21755.0,-54716.2
2015-08-20,201509,SHORT,2015-08-19 22:00:00+00:00,2015-08-20 00:00:00+00:00,2015-08-20 02:00:00+00:00,0.02,15.29,15.325,-0.035,-35.0,-66.2,21720.0,-54782.4
2015-08-20,201509,SHORT,2015-08-20 02:00:00+00:00,2015-08-20 04:00:00+00:00,2015-08-20 06:00:00+00:00,0.025,15.35,15.375,-0.025,-25.0,-56.2,21695.0,-54838.6
2015-08-21,201509,LONG,2015-08-20 22:00:00+00:00,2015-08-21 00:00:00+00:00,2015-08-21 02:00:00+00:00,-0.03,15.51,15.515,0.005,5.0,-26.2,21700.0,-54864.8
2015-08-21,201509,SHORT,2015-08-21 02:00:00+00:00,2015-08-21 04:00:00+00:00,2015-08-21 06:00:00+00:00,0.035,15.55,15.525,0.025,25.0,-6.2,21725.0,-54871.0
2015-08-24,201509,LONG,2015-08-23 22:00:00+00:00,2015-08-24 00:00:00+00:00,2015-08-24 02:00:00+00:00,-0.065,15.31,15.23,-0.08,-80.0,-111.2,21645.0,-54982.2
2015-08-24,201509,LONG,2015-08-24 02:00:00+00:00,2015-08-24 04:00:00+00:00,2015-08-24 06:00:00+00:00,-0.135,15.095,15.085,-0.01,-10.0,-41.2,21635.0,-55023.4
2015-08-25,201509,LONG,2015-08-24 22:00:00+00:00,2015-08-25 00:00:00+00:00,2015-08-25 02:00:00+00:00,-0.03,14.75,14.875,0.125,125.0,93.8,21760.0,-54929.6
2015-08-25,201509,LONG,2015-08-25 02:00:00+00:00,2015-08-25 04:00:00+00:00,2015-08-25 06:00:00+00:00,-0.035,14.84,14.685,-0.155,-155.0,-186.2,21605.0,-55115.8
2015-08-26,201509,SHORT,2015-08-25 22:00:00+00:00,2015-08-26 00:00:00+00:00,2015-08-26 02:00:00+00:00,0.03,14.69,14.59,0.1,100.0,68.8,21705.0,-55047.0
2015-08-26,201509,LONG,2015-08-26 02:00:00+00:00,2015-08-26 04:00:00+00:00,2015-08-26 06:00:00+00:00,-0.05,14.54,14.515,-0.025,-25.0,-56.2,21680.0,-55103.2
2015-08-27,201509,LONG,2015-08-26 22:00:00+00:00,2015-08-27 00:00:00+00:00,2015-08-27 02:00:00+00:00,-0.055,14.075,14.12,0.045,45.0,13.8,21725.0,-55089.4
2015-08-27,201509,SHORT,2015-08-27 02:00:00+00:00,2015-08-27 04:00:00+00:00,2015-08-27 06:00:00+00:00,0.005,14.125,14.165,-0.04,-40.0,-71.2,21685.0,-55160.6
2015-08-28,201509,SHORT,2015-08-27 22:00:00+00:00,2015-08-28 00:00:00+00:00,2015-08-28 02:00:00+00:00,0.005,14.485,14.475,0.01,10.0,-21.2,21695.0,-55181.8
2015-08-28,201509,LONG,2015-08-28 02:00:00+00:00,2015-08-28 04:00:00+00:00,2015-08-28 06:00:00+00:00,-0.035,14.44,14.485,0.045,45.0,13.8,21740.0,-55168.0
2015-08-31,201512,LONG,2015-08-30 22:00:00+00:00,2015-08-31 00:00:00+00:00,2015-08-31 02:00:00+00:00,-0.04,14.495,14.52,0.025,25.0,-6.2,21765.0,-55174.2
2015-08-31,201512,LONG,2015-08-31 02:00:00+00:00,2015-08-31 04:00:00+00:00,2015-08-31 06:00:00+00:00,-0.04,14.48,14.515,0.035,35.0,3.8,21800.0,-55170.4
2015-09-01,201512,SHORT,2015-08-31 22:00:00+00:00,2015-09-01 00:00:00+00:00,2015-09-01 02:00:00+00:00,0.02,14.64,14.6,0.04,40.0,8.8,21840.0,-55161.6
2015-09-01,201512,SHORT,2015-09-01 02:00:00+00:00,2015-09-01 04:00:00+00:00,2015-09-01 06:00:00+00:00,0.055,14.655,14.615,0.04,40.0,8.8,21880.0,-55152.8
2015-09-02,201512,LONG,2015-09-01 22:00:00+00:00,2015-09-02 00:00:00+00:00,2015-09-02 02:00:00+00:00,-0.055,14.535,14.57,0.035,35.0,3.8,21915.0,-55149.0
2015-09-02,201512,LONG,2015-09-02 02:00:00+00:00,2015-09-02 04:00:00+00:00,2015-09-02 06:00:00+00:00,-0.015,14.555,14.57,0.015,15.0,-16.2,21930.0,-55165.2
2015-09-03,201512,LONG,2015-09-02 22:00:00+00:00,2015-09-03 00:00:00+00:00,2015-09-03 02:00:00+00:00,-0.015,14.66,14.665,0.005,5.0,-26.2,21935.0,-55191.4
2015-09-03,201512,LONG,2015-09-03 02:00:00+00:00,2015-09-03 04:00:00+00:00,2015-09-03 06:00:00+00:00,-0.005,14.66,14.65,-0.01,-10.0,-41.2,21925.0,-55232.6
2015-09-04,201512,LONG,2015-09-03 22:00:00+00:00,2015-09-04 00:00:00+00:00,2015-09-04 02:00:00+00:00,-0.015,14.675,14.745,0.07,70.0,38.8,21995.0,-55193.8
2015-09-04,201512,LONG,2015-09-04 02:30:00+00:00,2015-09-04 04:30:00+00:00,2015-09-04 06:30:00+00:00,-0.005,14.75,14.77,0.02,20.0,-11.2,22015.0,-55205.0
2015-09-07,201512,SHORT,2015-09-06 22:00:00+00:00,2015-09-07 00:00:00+00:00,2015-09-07 02:00:00+00:00,0.01,14.62,14.615,0.005,5.0,-26.2,22020.0,-55231.2
2015-09-07,201512,LONG,2015-09-07 02:00:00+00:00,2015-09-07 04:00:00+00:00,2015-09-07 06:00:00+00:00,-0.01,14.605,14.585,-0.02,-20.0,-51.2,22000.0,-55282.4
2015-09-08,201512,SHORT,2015-09-07 22:00:00+00:00,2015-09-08 00:00:00+00:00,2015-09-08 02:00:00+00:00,0.055,14.53,14.505,0.025,25.0,-6.2,22025.0,-55288.6
2015-09-08,201512,LONG,2015-09-08 02:00:00+00:00,2015-09-08 04:00:00+00:00,2015-09-08 06:00:00+00:00,-0.02,14.485,14.48,-0.005,-5.0,-36.2,22020.0,-55324.8
2015-09-09,201512,SHORT,2015-09-08 22:00:00+00:00,2015-09-09 00:00:00+00:00,2015-09-09 02:00:00+00:00,0.045,14.815,14.87,-0.055,-55.0,-86.2,21965.0,-55411.0
2015-09-09,201512,LONG,2015-09-09 02:00:00+00:00,2015-09-09 04:00:00+00:00,2015-09-09 06:00:00+00:00,-0.025,14.845,14.775,-0.07,-70.0,-101.2,21895.0,-55512.2
2015-09-10,201512,LONG,2015-09-09 22:00:00+00:00,2015-09-10 00:00:00+00:00,2015-09-10 02:00:00+00:00,-0.015,14.575,14.61,0.035,35.0,3.8,21930.0,-55508.4
2015-09-10,201512,SHORT,2015-09-10 02:30:00+00:00,2015-09-10 04:30:00+00:00,2015-09-10 06:30:00+00:00,0.03,14.605,14.645,-0.04,-40.0,-71.2,21890.0,-55579.6
2015-09-11,201512,LONG,2015-09-10 22:00:00+00:00,2015-09-11 00:00:00+00:00,2015-09-11 02:00:00+00:00,-0.01,14.675,14.705,0.03,30.0,-1.2,21920.0,-55580.8
2015-09-11,201512,SHORT,2015-09-11 02:00:00+00:00,2015-09-11 04:00:00+00:00,2015-09-11 06:00:00+00:00,0.02,14.725,14.675,0.05,50.0,18.8,21970.0,-55562.0
2015-09-14,201512,SHORT,2015-09-13 22:00:00+00:00,2015-09-14 00:00:00+00:00,2015-09-14 02:00:00+00:00,0.015,14.545,14.55,-0.005,-5.0,-36.2,21965.0,-55598.2
2015-09-14,201512,SHORT,2015-09-14 02:00:00+00:00,2015-09-14 04:00:00+00:00,2015-09-14 06:00:00+00:00,0.005,14.555,14.475,0.08,80.0,48.8,22045.0,-55549.4
2015-09-15,201512,SHORT,2015-09-14 22:00:00+00:00,2015-09-15 00:00:00+00:00,2015-09-15 02:00:00+00:00,0.015,14.395,14.365,0.03,30.0,-1.2,22075.0,-55550.6
2015-09-15,201512,LONG,2015-09-15 02:00:00+00:00,2015-09-15 04:00:00+00:00,2015-09-15 06:00:00+00:00,-0.005,14.36,14.355,-0.005,-5.0,-36.2,22070.0,-55586.8
2015-09-16,201512,LONG,2015-09-15 22:00:00+00:00,2015-09-16 00:00:00+00:00,2015-09-16 02:00:00+00:00,-0.02,14.355,14.345,-0.01,-10.0,-41.2,22060.0,-55628.0
2015-09-16,201512,SHORT,2015-09-16 02:00:00+00:00,2015-09-16 04:00:00+00:00,2015-09-16 06:00:00+00:00,0.005,14.35,14.35,-0.0,-0.0,-31.2,22060.0,-55659.2
2015-09-17,201512,LONG,2015-09-16 22:00:00+00:00,2015-09-17 00:00:00+00:00,2015-09-17 02:00:00+00:00,-0.005,14.89,14.88,-0.01,-10.0,-41.2,22050.0,-55700.4
2015-09-17,201512,LONG,2015-09-17 02:00:00+00:00,2015-09-17 04:00:00+00:00,2015-09-17 06:00:00+00:00,-0.015,14.865,14.89,0.025,25.0,-6.2,22075.0,-55706.6
2015-09-18,201512,SHORT,2015-09-17 22:00:00+00:00,2015-09-18 00:00:00+00:00,2015-09-18 02:00:00+00:00,0.005,15.125,15.07,0.055,55.0,23.8,22130.0,-55682.8
2015-09-18,201512,LONG,2015-09-18 02:00:00+00:00,2015-09-18 04:00:00+00:00,2015-09-18 06:00:00+00:00,-0.02,15.05,15.07,0.02,20.0,-11.2,22150.0,-55694.0
2015-09-21,201512,LONG,2015-09-20 22:00:00+00:00,2015-09-21 00:00:00+00:00,2015-09-21 02:00:00+00:00,-0.01,15.145,15.12,-0.025,-25.0,-56.2,22125.0,-55750.2
2015-09-21,201512,LONG,2015-09-21 02:00:00+00:00,2015-09-21 04:00:00+00:00,2015-09-21 06:00:00+00:00,-0.02,15.1,15.15,0.05,50.0,18.8,22175.0,-55731.4
2015-09-22,201512,LONG,2015-09-21 22:00:00+00:00,2015-09-22 00:00:00+00:00,2015-09-22 02:00:00+00:00,-0.005,15.185,15.19,0.005,5.0,-26.2,22180.0,-55757.6
2015-09-22,201512,LONG,2015-09-22 02:00:00+00:00,2015-09-22 04:00:00+00:00,2015-09-22 06:00:00+00:00,-0.005,15.185,15.185,0.0,0.0,-31.2,22180.0,-55788.8
2015-09-23,201512,LONG,2015-09-22 22:00:00+00:00,2015-09-23 00:00:00+00:00,2015-09-23 02:00:00+00:00,-0.03,14.74,14.715,-0.025,-25.0,-56.2,22155.0,-55845.0
2015-09-23,201512,SHORT,2015-09-23 02:00:00+00:00,2015-09-23 04:00:00+00:00,2015-09-23 06:00:00+00:00,0.005,14.72,14.75,-0.03,-30.0,-61.2,22125.0,-55906.2
2015-09-24,201512,SHORT,2015-09-23 22:00:00+00:00,2015-09-24 00:00:00+00:00,2015-09-24 02:00:00+00:00,0.02,14.795,14.8,-0.005,-5.0,-36.2,22120.0,-55942.4
2015-09-24,201512,SHORT,2015-09-24 02:00:00+00:00,2015-09-24 04:00:00+00:00,2015-09-24 06:00:00+00:00,0.025,14.825,14.815,0.01,10.0,-21.2,22130.0,-55963.6
2015-09-25,201512,SHORT,2015-09-24 22:00:00+00:00,2015-09-25 00:00:00+00:00,2015-09-25 02:00:00+00:00,0.005,15.085,15.115,-0.03,-30.0,-61.2,22100.0,-56024.8
2015-09-25,201512,LONG,2015-09-25 02:00:00+00:00,2015-09-25 04:00:00+00:00,2015-09-25 06:00:00+00:00,-0.035,15.08,15.08,0.0,0.0,-31.2,22100.0,-56056.0
2015-09-28,201512,LONG,2015-09-27 22:00:00+00:00,2015-09-28 00:00:00+00:00,2015-09-28 02:00:00+00:00,-0.005,15.08,15.045,-0.035,-35.0,-66.2,22065.0,-56122.2
2015-09-28,201512,LONG,2015-09-28 02:00:00+00:00,2015-09-28 04:00:00+00:00,2015-09-28 06:00:00+00:00,-0.005,15.04,15.02,-0.02,-20.0,-51.2,22045.0,-56173.4
2015-09-29,201512,SHORT,2015-09-28 22:00:00+00:00,2015-09-29 00:00:00+00:00,2015-09-29 02:00:00+00:00,0.005,14.56,14.6,-0.04,-40.0,-71.2,22005.0,-56244.6
2015-09-29,201512,LONG,2015-09-29 02:00:00+00:00,2015-09-29 04:00:00+00:00,2015-09-29 06:00:00+00:00,-0.03,14.57,14.505,-0.065,-65.0,-96.2,21940.0,-56340.8
2015-09-30,201512,LONG,2015-09-29 22:00:00+00:00,2015-09-30 00:00:00+00:00,2015-09-30 02:00:00+00:00,-0.02,14.585,14.57,-0.015,-15.0,-46.2,21925.0,-56387.0
