session_date,contract,dir,signal_from_utc,entry_utc,exit_utc,prior_move_pts,entry_px,exit_px,points,gross_usd,net_usd,cum_gross,cum_net
2011-11-28,201112,SHORT,2011-11-28 03:00:00+00:00,2011-11-28 05:00:00+00:00,2011-11-28 07:00:00+00:00,0.08,31.7,31.685,0.015,15.0,-16.2,12365.0,-4545.4
2011-11-29,201112,LONG,2011-11-28 23:00:00+00:00,2011-11-29 01:00:00+00:00,2011-11-29 03:00:00+00:00,-0.035,31.965,31.94,-0.025,-25.0,-56.2,12340.0,-4601.6
2011-11-29,201112,SHORT,2011-11-29 03:00:00+00:00,2011-11-29 05:00:00+00:00,2011-11-29 07:00:00+00:00,0.01,31.95,31.89,0.06,60.0,28.8,12400.0,-4572.8
2011-11-30,201203,SHORT,2011-11-29 23:00:00+00:00,2011-11-30 01:00:00+00:00,2011-11-30 03:00:00+00:00,0.18,32.13,31.835,0.295,295.0,263.8,12695.0,-4309.0
2011-11-30,201203,SHORT,2011-11-30 03:00:00+00:00,2011-11-30 05:00:00+00:00,2011-11-30 07:00:00+00:00,0.115,31.95,31.615,0.335,335.0,303.8,13030.0,-4005.2
2011-12-01,201203,LONG,2011-11-30 23:00:00+00:00,2011-12-01 01:00:00+00:00,2011-12-01 03:00:00+00:00,-0.14,32.71,32.705,-0.005,-5.0,-36.2,13025.0,-4041.4
2011-12-01,201203,SHORT,2011-12-01 03:00:00+00:00,2011-12-01 05:00:00+00:00,2011-12-01 07:00:00+00:00,0.06,32.765,32.8,-0.035,-35.0,-66.2,12990.0,-4107.6
2011-12-02,201203,LONG,2011-12-01 23:00:00+00:00,2011-12-02 01:00:00+00:00,2011-12-02 03:00:00+00:00,-0.11,32.77,32.805,0.035,35.0,3.8,13025.0,-4103.8
2011-12-02,201203,SHORT,2011-12-02 03:00:00+00:00,2011-12-02 05:00:00+00:00,2011-12-02 07:00:00+00:00,0.095,32.9,32.92,-0.02,-20.0,-51.2,13005.0,-4155.0
2011-12-05,201203,LONG,2011-12-04 23:00:00+00:00,2011-12-05 01:00:00+00:00,2011-12-05 03:00:00+00:00,-0.08,32.85,32.82,-0.03,-30.0,-61.2,12975.0,-4216.2
2011-12-05,201203,LONG,2011-12-05 03:00:00+00:00,2011-12-05 05:00:00+00:00,2011-12-05 07:00:00+00:00,-0.055,32.765,32.805,0.04,40.0,8.8,13015.0,-4207.4
2011-12-06,201203,SHORT,2011-12-05 23:00:00+00:00,2011-12-06 01:00:00+00:00,2011-12-06 03:00:00+00:00,0.07,32.18,32.055,0.125,125.0,93.8,13140.0,-4113.6
2011-12-06,201203,LONG,2011-12-06 03:00:00+00:00,2011-12-06 05:00:00+00:00,2011-12-06 07:00:00+00:00,-0.185,31.87,31.99,0.12,120.0,88.8,13260.0,-4024.8
2011-12-07,201203,LONG,2011-12-06 23:00:00+00:00,2011-12-07 01:00:00+00:00,2011-12-07 03:00:00+00:00,-0.085,32.62,32.645,0.025,25.0,-6.2,13285.0,-4031.0
2011-12-07,201203,SHORT,2011-12-07 03:00:00+00:00,2011-12-07 05:00:00+00:00,2011-12-07 07:00:00+00:00,0.07,32.715,32.7,0.015,15.0,-16.2,13300.0,-4047.2
2011-12-08,201203,LONG,2011-12-07 23:00:00+00:00,2011-12-08 01:00:00+00:00,2011-12-08 03:00:00+00:00,-0.105,32.51,32.6,0.09,90.0,58.8,13390.0,-3988.4
2011-12-08,201203,LONG,2011-12-08 03:00:00+00:00,2011-12-08 05:00:00+00:00,2011-12-08 07:00:00+00:00,-0.04,32.56,32.63,0.07,70.0,38.8,13460.0,-3949.6
2011-12-09,201203,SHORT,2011-12-08 23:00:00+00:00,2011-12-09 01:00:00+00:00,2011-12-09 03:00:00+00:00,0.16,31.88,31.64,0.24,240.0,208.8,13700.0,-3740.8
2011-12-09,201203,SHORT,2011-12-09 03:00:00+00:00,2011-12-09 05:00:00+00:00,2011-12-09 07:00:00+00:00,0.09,31.73,31.645,0.085,85.0,53.8,13785.0,-3687.0
2011-12-12,201203,LONG,2011-12-11 23:00:00+00:00,2011-12-12 01:00:00+00:00,2011-12-12 03:00:00+00:00,-0.45,31.76,31.675,-0.085,-85.0,-116.2,13700.0,-3803.2
2011-12-12,201203,SHORT,2011-12-12 03:00:00+00:00,2011-12-12 05:00:00+00:00,2011-12-12 07:00:00+00:00,0.08,31.755,31.55,0.205,205.0,173.8,13905.0,-3629.4
2011-12-13,201203,LONG,2011-12-12 23:00:00+00:00,2011-12-13 01:00:00+00:00,2011-12-13 03:00:00+00:00,-0.195,31.13,31.085,-0.045,-45.0,-76.2,13860.0,-3705.6
2011-12-13,201203,SHORT,2011-12-13 03:00:00+00:00,2011-12-13 05:00:00+00:00,2011-12-13 07:00:00+00:00,0.01,31.095,31.06,0.035,35.0,3.8,13895.0,-3701.8
2011-12-14,201203,SHORT,2011-12-13 23:00:00+00:00,2011-12-14 01:00:00+00:00,2011-12-14 03:00:00+00:00,0.25,30.905,31.03,-0.125,-125.0,-156.2,13770.0,-3858.0
2011-12-14,201203,LONG,2011-12-14 03:00:00+00:00,2011-12-14 05:00:00+00:00,2011-12-14 07:00:00+00:00,-0.06,30.97,31.0,0.03,30.0,-1.2,13800.0,-3859.2
2011-12-15,201203,SHORT,2011-12-14 23:00:00+00:00,2011-12-15 01:00:00+00:00,2011-12-15 03:00:00+00:00,0.09,29.155,29.03,0.125,125.0,93.8,13925.0,-3765.4
2011-12-15,201203,LONG,2011-12-15 03:00:00+00:00,2011-12-15 05:00:00+00:00,2011-12-15 07:00:00+00:00,-0.25,28.78,28.215,-0.565,-565.0,-596.2,13360.0,-4361.6
2011-12-16,201203,SHORT,2011-12-15 23:00:00+00:00,2011-12-16 01:00:00+00:00,2011-12-16 03:00:00+00:00,0.145,29.395,29.41,-0.015,-15.0,-46.2,13345.0,-4407.8
2011-12-16,201203,SHORT,2011-12-16 03:00:00+00:00,2011-12-16 05:00:00+00:00,2011-12-16 07:00:00+00:00,0.015,29.425,29.58,-0.155,-155.0,-186.2,13190.0,-4594.0
2011-12-19,201203,LONG,2011-12-18 23:00:00+00:00,2011-12-19 01:00:00+00:00,2011-12-19 03:00:00+00:00,-0.43,29.35,29.195,-0.155,-155.0,-186.2,13035.0,-4780.2
2011-12-19,201203,LONG,2011-12-19 03:00:00+00:00,2011-12-19 05:00:00+00:00,2011-12-19 07:00:00+00:00,-0.245,28.95,29.02,0.07,70.0,38.8,13105.0,-4741.4
2011-12-20,201203,SHORT,2011-12-19 23:00:00+00:00,2011-12-20 01:00:00+00:00,2011-12-20 03:00:00+00:00,0.18,28.925,28.865,0.06,60.0,28.8,13165.0,-4712.6
2011-12-20,201203,SHORT,2011-12-20 03:00:00+00:00,2011-12-20 05:00:00+00:00,2011-12-20 07:00:00+00:00,0.035,28.9,28.96,-0.06,-60.0,-91.2,13105.0,-4803.8
2011-12-21,201203,SHORT,2011-12-20 23:00:00+00:00,2011-12-21 01:00:00+00:00,2011-12-21 03:00:00+00:00,0.095,29.675,29.63,0.045,45.0,13.8,13150.0,-4790.0
2011-12-21,201203,LONG,2011-12-21 03:30:00+00:00,2011-12-21 05:30:00+00:00,2011-12-21 07:30:00+00:00,-0.02,29.615,29.675,0.06,60.0,28.8,13210.0,-4761.2
2011-12-22,201203,LONG,2011-12-21 23:00:00+00:00,2011-12-22 01:00:00+00:00,2011-12-22 03:00:00+00:00,-0.03,29.25,29.15,-0.1,-100.0,-131.2,13110.0,-4892.4
2011-12-22,201203,LONG,2011-12-22 03:00:00+00:00,2011-12-22 05:00:00+00:00,2011-12-22 07:00:00+00:00,-0.035,29.115,29.31,0.195,195.0,163.8,13305.0,-4728.6
2011-12-23,201203,SHORT,2011-12-22 23:00:00+00:00,2011-12-23 01:00:00+00:00,2011-12-23 03:00:00+00:00,0.075,29.235,29.28,-0.045,-45.0,-76.2,13260.0,-4804.8
2011-12-23,201203,SHORT,2011-12-23 03:00:00+00:00,2011-12-23 05:00:00+00:00,2011-12-23 07:00:00+00:00,0.03,29.31,29.315,-0.005,-5.0,-36.2,13255.0,-4841.0
2011-12-27,201203,LONG,2011-12-26 23:00:00+00:00,2011-12-27 01:00:00+00:00,2011-12-27 03:00:00+00:00,-0.23,28.9,28.8,-0.1,-100.0,-131.2,13155.0,-4972.2
2011-12-27,201203,SHORT,2011-12-27 03:00:00+00:00,2011-12-27 05:00:00+00:00,2011-12-27 07:00:00+00:00,0.15,28.95,28.885,0.065,65.0,33.8,13220.0,-4938.4
2011-12-28,201203,LONG,2011-12-27 23:00:00+00:00,2011-12-28 01:00:00+00:00,2011-12-28 03:00:00+00:00,-0.01,28.685,28.65,-0.035,-35.0,-66.2,13185.0,-5004.6
2011-12-28,201203,LONG,2011-12-28 03:30:00+00:00,2011-12-28 05:30:00+00:00,2011-12-28 07:30:00+00:00,-0.065,28.625,28.67,0.045,45.0,13.8,13230.0,-4990.8
2011-12-29,201203,LONG,2011-12-28 23:00:00+00:00,2011-12-29 01:00:00+00:00,2011-12-29 03:00:00+00:00,-0.1,26.93,26.895,-0.035,-35.0,-66.2,13195.0,-5057.0
2011-12-29,201203,LONG,2011-12-29 03:00:00+00:00,2011-12-29 05:00:00+00:00,2011-12-29 07:00:00+00:00,-0.06,26.835,26.85,0.015,15.0,-16.2,13210.0,-5073.2
2011-12-30,201203,SHORT,2011-12-29 23:00:00+00:00,2011-12-30 01:00:00+00:00,2011-12-30 03:00:00+00:00,0.15,27.77,27.57,0.2,200.0,168.8,13410.0,-4904.4
2011-12-30,201203,LONG,2011-12-30 03:00:00+00:00,2011-12-30 05:00:00+00:00,2011-12-30 07:00:00+00:00,-0.065,27.505,27.715,0.21,210.0,178.8,13620.0,-4725.6
2012-01-03,201203,SHORT,2012-01-02 23:00:00+00:00,2012-01-03 01:00:00+00:00,2012-01-03 03:00:00+00:00,0.3,28.325,28.13,0.195,195.0,163.8,13815.0,-4561.8
2012-01-03,201203,SHORT,2012-01-03 03:00:00+00:00,2012-01-03 05:00:00+00:00,2012-01-03 07:00:00+00:00,0.23,28.36,28.35,0.01,10.0,-21.2,13825.0,-4583.0
2012-01-04,201203,LONG,2012-01-03 23:00:00+00:00,2012-01-04 01:00:00+00:00,2012-01-04 03:00:00+00:00,-0.28,29.34,29.23,-0.11,-110.0,-141.2,13715.0,-4724.2
2012-01-05,201203,SHORT,2012-01-04 23:00:00+00:00,2012-01-05 01:00:00+00:00,2012-01-05 03:00:00+00:00,0.005,29.135,29.325,-0.19,-190.0,-221.2,13525.0,-4945.4
2012-01-05,201203,SHORT,2012-01-05 03:00:00+00:00,2012-01-05 05:00:00+00:00,2012-01-05 07:00:00+00:00,0.02,29.345,29.505,-0.16,-160.0,-191.2,13365.0,-5136.6
2012-01-06,201203,LONG,2012-01-05 23:00:00+00:00,2012-01-06 01:00:00+00:00,2012-01-06 03:00:00+00:00,-0.03,29.23,29.25,0.02,20.0,-11.2,13385.0,-5147.8
2012-01-06,201203,SHORT,2012-01-06 03:00:00+00:00,2012-01-06 05:00:00+00:00,2012-01-06 07:00:00+00:00,0.02,29.27,29.355,-0.085,-85.0,-116.2,13300.0,-5264.0
2012-01-09,201203,SHORT,2012-01-08 23:00:00+00:00,2012-01-09 01:00:00+00:00,2012-01-09 03:00:00+00:00,0.06,28.855,28.72,0.135,135.0,103.8,13435.0,-5160.2
2012-01-09,201203,LONG,2012-01-09 03:00:00+00:00,2012-01-09 05:00:00+00:00,2012-01-09 07:00:00+00:00,-0.04,28.68,28.795,0.115,115.0,83.8,13550.0,-5076.4
2012-01-10,201203,SHORT,2012-01-09 23:00:00+00:00,2012-01-10 01:00:00+00:00,2012-01-10 03:00:00+00:00,0.085,28.99,29.105,-0.115,-115.0,-146.2,13435.0,-5222.6
2012-01-10,201203,SHORT,2012-01-10 03:00:00+00:00,2012-01-10 05:00:00+00:00,2012-01-10 07:00:00+00:00,0.11,29.215,29.18,0.035,35.0,3.8,13470.0,-5218.8
2012-01-11,201203,LONG,2012-01-10 23:00:00+00:00,2012-01-11 01:00:00+00:00,2012-01-11 03:00:00+00:00,-0.015,29.85,29.97,0.12,120.0,88.8,13590.0,-5130.0
2012-01-11,201203,LONG,2012-01-11 03:00:00+00:00,2012-01-11 05:00:00+00:00,2012-01-11 07:00:00+00:00,-0.055,29.915,30.085,0.17,170.0,138.8,13760.0,-4991.2
2012-01-12,201203,SHORT,2012-01-11 23:00:00+00:00,2012-01-12 01:00:00+00:00,2012-01-12 03:00:00+00:00,0.07,29.96,30.0,-0.04,-40.0,-71.2,13720.0,-5062.4
2012-01-12,201203,SHORT,2012-01-12 03:00:00+00:00,2012-01-12 05:00:00+00:00,2012-01-12 07:00:00+00:00,0.015,30.015,30.06,-0.045,-45.0,-76.2,13675.0,-5138.6
2012-01-13,201203,LONG,2012-01-12 23:00:00+00:00,2012-01-13 01:00:00+00:00,2012-01-13 03:00:00+00:00,-0.02,30.155,29.81,-0.345,-345.0,-376.2,13330.0,-5514.8
2012-01-13,201203,SHORT,2012-01-13 03:00:00+00:00,2012-01-13 05:00:00+00:00,2012-01-13 07:00:00+00:00,0.085,29.895,30.055,-0.16,-160.0,-191.2,13170.0,-5706.0
2012-01-16,201203,LONG,2012-01-15 23:00:00+00:00,2012-01-16 01:00:00+00:00,2012-01-16 03:00:00+00:00,-0.275,29.51,29.735,0.225,225.0,193.8,13395.0,-5512.2
2012-01-16,201203,LONG,2012-01-16 03:00:00+00:00,2012-01-16 05:00:00+00:00,2012-01-16 07:00:00+00:00,-0.045,29.69,29.795,0.105,105.0,73.8,13500.0,-5438.4
2012-01-17,201203,SHORT,2012-01-16 23:00:00+00:00,2012-01-17 01:00:00+00:00,2012-01-17 03:00:00+00:00,0.265,30.095,30.16,-0.065,-65.0,-96.2,13435.0,-5534.6
2012-01-17,201203,SHORT,2012-01-17 03:00:00+00:00,2012-01-17 05:00:00+00:00,2012-01-17 07:00:00+00:00,0.1,30.26,30.37,-0.11,-110.0,-141.2,13325.0,-5675.8
2012-01-18,201203,LONG,2012-01-17 23:00:00+00:00,2012-01-18 01:00:00+00:00,2012-01-18 03:00:00+00:00,-0.16,29.92,30.03,0.11,110.0,78.8,13435.0,-5597.0
2012-01-18,201203,SHORT,2012-01-18 03:00:00+00:00,2012-01-18 05:00:00+00:00,2012-01-18 07:00:00+00:00,0.155,30.185,30.175,0.01,10.0,-21.2,13445.0,-5618.2
2012-01-19,201203,LONG,2012-01-18 23:00:00+00:00,2012-01-19 01:00:00+00:00,2012-01-19 03:00:00+00:00,-0.045,30.45,30.515,0.065,65.0,33.8,13510.0,-5584.4
2012-01-19,201203,SHORT,2012-01-19 03:00:00+00:00,2012-01-19 05:00:00+00:00,2012-01-19 07:00:00+00:00,0.04,30.555,30.485,0.07,70.0,38.8,13580.0,-5545.6
2012-01-20,201203,SHORT,2012-01-19 23:00:00+00:00,2012-01-20 01:00:00+00:00,2012-01-20 03:00:00+00:00,0.015,30.61,30.555,0.055,55.0,23.8,13635.0,-5521.8
2012-01-20,201203,SHORT,2012-01-20 03:00:00+00:00,2012-01-20 05:00:00+00:00,2012-01-20 07:00:00+00:00,0.065,30.62,30.725,-0.105,-105.0,-136.2,13530.0,-5658.0
2012-01-23,201203,SHORT,2012-01-22 23:00:00+00:00,2012-01-23 01:00:00+00:00,2012-01-23 03:00:00+00:00,0.145,32.04,32.305,-0.265,-265.0,-296.2,13265.0,-5954.2
2012-01-23,201203,SHORT,2012-01-23 03:00:00+00:00,2012-01-23 05:00:00+00:00,2012-01-23 07:00:00+00:00,0.14,32.445,32.235,0.21,210.0,178.8,13475.0,-5775.4
2012-01-24,201203,SHORT,2012-01-23 23:00:00+00:00,2012-01-24 01:00:00+00:00,2012-01-24 03:00:00+00:00,0.03,32.37,32.355,0.015,15.0,-16.2,13490.0,-5791.6
2012-01-24,201203,LONG,2012-01-24 03:00:00+00:00,2012-01-24 05:00:00+00:00,2012-01-24 07:00:00+00:00,-0.085,32.27,32.46,0.19,190.0,158.8,13680.0,-5632.8
2012-01-25,201203,LONG,2012-01-24 23:00:00+00:00,2012-01-25 01:00:00+00:00,2012-01-25 03:00:00+00:00,-0.045,32.155,32.125,-0.03,-30.0,-61.2,13650.0,-5694.0
2012-01-25,201203,SHORT,2012-01-25 03:00:00+00:00,2012-01-25 05:00:00+00:00,2012-01-25 07:00:00+00:00,0.07,32.195,32.275,-0.08,-80.0,-111.2,13570.0,-5805.2
2012-01-26,201203,LONG,2012-01-25 23:00:00+00:00,2012-01-26 01:00:00+00:00,2012-01-26 03:00:00+00:00,-0.07,33.08,33.125,0.045,45.0,13.8,13615.0,-5791.4
2012-01-26,201203,LONG,2012-01-26 03:00:00+00:00,2012-01-26 05:00:00+00:00,2012-01-26 07:00:00+00:00,-0.01,33.115,33.22,0.105,105.0,73.8,13720.0,-5717.6
2012-01-27,201203,LONG,2012-01-26 23:00:00+00:00,2012-01-27 01:00:00+00:00,2012-01-27 03:00:00+00:00,-0.045,33.41,33.345,-0.065,-65.0,-96.2,13655.0,-5813.8
2012-01-27,201203,SHORT,2012-01-27 03:00:00+00:00,2012-01-27 05:00:00+00:00,2012-01-27 07:00:00+00:00,0.145,33.49,33.395,0.095,95.0,63.8,13750.0,-5750.0
2012-01-30,201203,LONG,2012-01-29 23:00:00+00:00,2012-01-30 01:00:00+00:00,2012-01-30 03:00:00+00:00,-0.265,33.625,33.605,-0.02,-20.0,-51.2,13730.0,-5801.2
2012-01-30,201203,LONG,2012-01-30 03:00:00+00:00,2012-01-30 05:00:00+00:00,2012-01-30 07:00:00+00:00,-0.08,33.525,33.305,-0.22,-220.0,-251.2,13510.0,-6052.4
2012-01-31,201203,SHORT,2012-01-30 23:00:00+00:00,2012-01-31 01:00:00+00:00,2012-01-31 03:00:00+00:00,0.17,33.69,33.615,0.075,75.0,43.8,13585.0,-6008.6
2012-01-31,201203,SHORT,2012-01-31 03:30:00+00:00,2012-01-31 05:30:00+00:00,2012-01-31 07:30:00+00:00,0.045,33.63,33.715,-0.085,-85.0,-116.2,13500.0,-6124.8
2012-02-01,201203,LONG,2012-01-31 23:00:00+00:00,2012-02-01 01:00:00+00:00,2012-02-01 03:00:00+00:00,-0.015,33.225,33.245,0.02,20.0,-11.2,13520.0,-6136.0
2012-02-01,201203,SHORT,2012-02-01 03:00:00+00:00,2012-02-01 05:00:00+00:00,2012-02-01 07:00:00+00:00,0.01,33.255,33.18,0.075,75.0,43.8,13595.0,-6092.2
2012-02-02,201203,SHORT,2012-02-01 23:00:00+00:00,2012-02-02 01:00:00+00:00,2012-02-02 03:00:00+00:00,0.055,33.865,33.75,0.115,115.0,83.8,13710.0,-6008.4
2012-02-02,201203,LONG,2012-02-02 03:00:00+00:00,2012-02-02 05:00:00+00:00,2012-02-02 07:00:00+00:00,-0.075,33.675,33.755,0.08,80.0,48.8,13790.0,-5959.6
2012-02-03,201203,LONG,2012-02-02 23:00:00+00:00,2012-02-03 01:00:00+00:00,2012-02-03 03:00:00+00:00,-0.115,34.155,34.175,0.02,20.0,-11.2,13810.0,-5970.8
2012-02-03,201203,SHORT,2012-02-03 03:00:00+00:00,2012-02-03 05:00:00+00:00,2012-02-03 07:00:00+00:00,0.025,34.2,34.22,-0.02,-20.0,-51.2,13790.0,-6022.0
2012-02-06,201203,SHORT,2012-02-05 23:00:00+00:00,2012-02-06 01:00:00+00:00,2012-02-06 03:00:00+00:00,0.105,33.775,33.745,0.03,30.0,-1.2,13820.0,-6023.2
2012-02-06,201203,LONG,2012-02-06 03:00:00+00:00,2012-02-06 05:00:00+00:00,2012-02-06 07:00:00+00:00,-0.045,33.7,33.555,-0.145,-145.0,-176.2,13675.0,-6199.4
2012-02-07,201203,SHORT,2012-02-06 23:00:00+00:00,2012-02-07 01:00:00+00:00,2012-02-07 03:00:00+00:00,0.095,33.765,33.6,0.165,165.0,133.8,13840.0,-6065.6
2012-02-07,201203,SHORT,2012-02-07 03:00:00+00:00,2012-02-07 05:00:00+00:00,2012-02-07 07:00:00+00:00,0.01,33.61,33.745,-0.135,-135.0,-166.2,13705.0,-6231.8
2012-02-08,201203,SHORT,2012-02-07 23:00:00+00:00,2012-02-08 01:00:00+00:00,2012-02-08 03:00:00+00:00,0.025,34.15,34.11,0.04,40.0,8.8,13745.0,-6223.0
2012-02-08,201203,SHORT,2012-02-08 03:00:00+00:00,2012-02-08 05:00:00+00:00,2012-02-08 07:00:00+00:00,0.025,34.135,34.225,-0.09,-90.0,-121.2,13655.0,-6344.2
